Country_Name,Indicator_Name,Year,Value
Colombia,"Literacy rate, adult total (% of people ages 15 and above)",2002,
Colombia,"Literacy rate, youth total (% of people ages 15-24)",2002,
Colombia,Net migration,2002,-24379
Colombia,"Over-age students, primary (% of enrollment)",2002,18.26971
Colombia,"Population ages 0-14, female",2002,6299761
Colombia,"Population ages 0-14, male",2002,6533488
Colombia,"Population ages 15-64, female",2002,13011533
Colombia,"Population ages 15-64, male",2002,12684170
Colombia,"Population ages 65 and above, female",2002,1076212
Colombia,"Population ages 65 and above, male",2002,848884
Colombia,"Population, female",2002,20387506
Colombia,"Population, male",2002,20066543
Colombia,"Population, total",2002,40454050
Colombia,Poverty headcount ratio at national poverty lines (% of population),2002,
Colombia,"Primary education, pupils",2002,5193055
Colombia,"Repeaters, primary, total (% of total enrollment)",2002,6.62171
Colombia,Rural population,2002,10195634
Colombia,"School enrollment, preprimary (% gross)",2002,
Colombia,"School enrollment, primary (% gross)",2002,117.1530533
Colombia,"School enrollment, primary (% net)",2002,92.85234
Colombia,"School enrollment, secondary (% gross)",2002,74.63543701
Colombia,"School enrollment, secondary (% net)",2002,
Colombia,"Secondary education, pupils",2002,3723348
Colombia,Urban population,2002,30258416
Costa Rica,"Adjusted net enrollment rate, primary (% of primary school age children)",2002,
Costa Rica,Adolescents out of school (% of lower secondary school age),2002,
Costa Rica,Children out of school (% of primary school age),2002,
Costa Rica,"Children out of school, primary",2002,
Costa Rica,"Compulsory education, duration (years)",2002,11
Costa Rica,"Current education expenditure, total (% of total expenditure in public institutions)",2002,100
Costa Rica,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2002,
Costa Rica,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2002,
Costa Rica,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2002,
Costa Rica,Expenditure on primary education (% of government expenditure on education),2002,42.41027
Costa Rica,Expenditure on secondary education (% of government expenditure on education),2002,31.88769
Costa Rica,GDP (current US$),2002,16578820687
Costa Rica,GDP per capita (current US$),2002,4021.425361
Costa Rica,Gini index,2002,51.8
Costa Rica,"Government expenditure on education, total (% of GDP)",2002,5.150440216
Costa Rica,"Government expenditure on education, total (% of government expenditure)",2002,19.2404995
Costa Rica,"Government expenditure per student, primary (% of GDP per capita)",2002,16.49449
Costa Rica,"Government expenditure per student, secondary (% of GDP per capita)",2002,23.41249
Costa Rica,International migrant stock (% of population),2002,
Costa Rica,"International migrant stock, total",2002,
Costa Rica,"Literacy rate, adult total (% of people ages 15 and above)",2002,
Costa Rica,"Literacy rate, youth total (% of people ages 15-24)",2002,
Costa Rica,Net migration,2002,8929
Costa Rica,"Over-age students, primary (% of enrollment)",2002,
Costa Rica,"Population ages 0-14, female",2002,593640
Costa Rica,"Population ages 0-14, male",2002,622287
Costa Rica,"Population ages 15-64, female",2002,1320583
Costa Rica,"Population ages 15-64, male",2002,1333966
Costa Rica,"Population ages 65 and above, female",2002,134317
Costa Rica,"Population ages 65 and above, male",2002,117830
Costa Rica,"Population, female",2002,2048540
Costa Rica,"Population, male",2002,2074083
Costa Rica,"Population, total",2002,4122623
Costa Rica,Poverty headcount ratio at national poverty lines (% of population),2002,20.6
Costa Rica,"Primary education, pupils",2002,545509
Costa Rica,"Repeaters, primary, total (% of total enrollment)",2002,7.46972
Costa Rica,Rural population,2002,1576780
Costa Rica,"School enrollment, preprimary (% gross)",2002,61.22145844
Costa Rica,"School enrollment, primary (% gross)",2002,109.2016068
Costa Rica,"School enrollment, primary (% net)",2002,
Costa Rica,"School enrollment, secondary (% gross)",2002,68.09944153
Costa Rica,"School enrollment, secondary (% net)",2002,
Costa Rica,"Secondary education, pupils",2002,288965
Costa Rica,Urban population,2002,2545843
Cuba,"Adjusted net enrollment rate, primary (% of primary school age children)",2002,99.75433
Cuba,Adolescents out of school (% of lower secondary school age),2002,3.38835001
Cuba,Children out of school (% of primary school age),2002,0.174150005
Cuba,"Children out of school, primary",2002,1633
Cuba,"Compulsory education, duration (years)",2002,9
Cuba,"Current education expenditure, total (% of total expenditure in public institutions)",2002,83.4990921
Cuba,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2002,68.77510071
Cuba,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2002,85.93740845
Cuba,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2002,40.35343933
Cuba,Expenditure on primary education (% of government expenditure on education),2002,33.7636
Cuba,Expenditure on secondary education (% of government expenditure on education),2002,36.82229
Cuba,GDP (current US$),2002,33590500000
Cuba,GDP per capita (current US$),2002,3007.193074
Cuba,Gini index,2002,
Cuba,"Government expenditure on education, total (% of GDP)",2002,9.571169853
Cuba,"Government expenditure on education, total (% of government expenditure)",2002,
Cuba,"Government expenditure per student, primary (% of GDP per capita)",2002,37.25261
Cuba,"Government expenditure per student, secondary (% of GDP per capita)",2002,44.06536
Cuba,International migrant stock (% of population),2002,
Cuba,"International migrant stock, total",2002,
Cuba,"Literacy rate, adult total (% of people ages 15 and above)",2002,99.79907227
Cuba,"Literacy rate, youth total (% of people ages 15-24)",2002,99.95559692
Cuba,Net migration,2002,-23874
Cuba,"Over-age students, primary (% of enrollment)",2002,4.35967
Cuba,"Population ages 0-14, female",2002,1115963
Cuba,"Population ages 0-14, male",2002,1181494
Cuba,"Population ages 15-64, female",2002,3848431
Cuba,"Population ages 15-64, male",2002,3866602
Cuba,"Population ages 65 and above, female",2002,610349
Cuba,"Population ages 65 and above, male",2002,547211
Cuba,"Population, female",2002,5574743
Cuba,"Population, male",2002,5595307
Cuba,"Population, total",2002,11170051
Cuba,Poverty headcount ratio at national poverty lines (% of population),2002,
Cuba,"Primary education, pupils",2002,971542
Cuba,"Repeaters, primary, total (% of total enrollment)",2002,1.20921
Cuba,Rural population,2002,2704828
Cuba,"School enrollment, preprimary (% gross)",2002,107.4838181
Cuba,"School enrollment, primary (% gross)",2002,103.6112518
Cuba,"School enrollment, primary (% net)",2002,98.35008
Cuba,"School enrollment, secondary (% gross)",2002,88.32048798
Cuba,"School enrollment, secondary (% net)",2002,82.60463
Cuba,"Secondary education, pupils",2002,895742
Cuba,Urban population,2002,8465223
Curacao,"Adjusted net enrollment rate, primary (% of primary school age children)",2002,
Curacao,Adolescents out of school (% of lower secondary school age),2002,
Curacao,Children out of school (% of primary school age),2002,
Curacao,"Children out of school, primary",2002,
Curacao,"Compulsory education, duration (years)",2002,9
Curacao,"Current education expenditure, total (% of total expenditure in public institutions)",2002,
Curacao,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2002,
Curacao,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2002,
Curacao,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2002,
Curacao,Expenditure on primary education (% of government expenditure on education),2002,
Curacao,Expenditure on secondary education (% of government expenditure on education),2002,
Curacao,GDP (current US$),2002,
Curacao,GDP per capita (current US$),2002,
Curacao,Gini index,2002,
Curacao,"Government expenditure on education, total (% of GDP)",2002,
Curacao,"Government expenditure on education, total (% of government expenditure)",2002,
Curacao,"Government expenditure per student, primary (% of GDP per capita)",2002,
Curacao,"Government expenditure per student, secondary (% of GDP per capita)",2002,
Curacao,International migrant stock (% of population),2002,
Curacao,"International migrant stock, total",2002,
Curacao,"Literacy rate, adult total (% of people ages 15 and above)",2002,
Curacao,"Literacy rate, youth total (% of people ages 15-24)",2002,
Curacao,Net migration,2002,556
Curacao,"Over-age students, primary (% of enrollment)",2002,
Curacao,"Population ages 0-14, female",2002,15932
Curacao,"Population ages 0-14, male",2002,16327
Curacao,"Population ages 15-64, female",2002,46094
Curacao,"Population ages 15-64, male",2002,38173
Curacao,"Population ages 65 and above, female",2002,7380
Curacao,"Population ages 65 and above, male",2002,5298
Curacao,"Population, female",2002,69407
Curacao,"Population, male",2002,59798
Curacao,"Population, total",2002,129205
Curacao,Poverty headcount ratio at national poverty lines (% of population),2002,
Curacao,"Primary education, pupils",2002,
Curacao,"Repeaters, primary, total (% of total enrollment)",2002,
Curacao,Rural population,2002,11765
Curacao,"School enrollment, preprimary (% gross)",2002,
Curacao,"School enrollment, primary (% gross)",2002,
Curacao,"School enrollment, primary (% net)",2002,
Curacao,"School enrollment, secondary (% gross)",2002,
Curacao,"School enrollment, secondary (% net)",2002,
Curacao,"Secondary education, pupils",2002,
Curacao,Urban population,2002,117440
Dominican Republic,"Adjusted net enrollment rate, primary (% of primary school age children)",2002,92.74606
Dominican Republic,Adolescents out of school (% of lower secondary school age),2002,6.988369942
Dominican Republic,Children out of school (% of primary school age),2002,5.715690136
Dominican Republic,"Children out of school, primary",2002,67726
Dominican Republic,"Compulsory education, duration (years)",2002,9
Dominican Republic,"Current education expenditure, total (% of total expenditure in public institutions)",2002,93.29007721
Dominican Republic,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2002,
Dominican Republic,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2002,
