Country_Name,Nombre_Pais,Cod_Na_UIS,Context_Indicator_Name,Nombre_Indicador_Contexto,EMAC_IND_CONT_COD,Year,Value
El Salvador,El Salvador,SV,"Compulsory education, duration (years)","Educación obligatoria, duración (años)",5,2005,9
El Salvador,El Salvador,SV,"Current education expenditure, total (% of total expenditure in public institutions)","Gasto corriente en educación, total (% del gasto total en instituciones públicas)",6,2005,94.16039276
El Salvador,El Salvador,SV,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos el primer ciclo de secundaria completado, población 25+, total (%) (acumulado)",7,2005,
El Salvador,El Salvador,SV,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","Logro educativo, al menos primaria completada, población 25+, total (%) (acumulado)",8,2005,
El Salvador,El Salvador,SV,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos secundaria alta completada, población 25+, total (%) (acumulado)",9,2005,
El Salvador,El Salvador,SV,Expenditure on primary education (% of government expenditure on education),Gasto en educación primaria (% del gasto público en educación),10,2005,51.00015
El Salvador,El Salvador,SV,Expenditure on secondary education (% of government expenditure on education),Gasto en educación secundaria (% del gasto público en educación),11,2005,29.08814
El Salvador,El Salvador,SV,GDP (current US$),PIB (US$ corrientes),12,2005,14698000000
El Salvador,El Salvador,SV,GDP per capita (current US$),PIB per cápita (US$ corrientes),13,2005,2434.323531
El Salvador,El Salvador,SV,Gini index,Índice Gini,14,2005,48.5
El Salvador,El Salvador,SV,"Government expenditure on education, total (% of GDP)","Gasto público en educación, total (% del PIB)",15,2005,3.177850008
El Salvador,El Salvador,SV,"Government expenditure on education, total (% of government expenditure)","Gasto público en educación, total (% del gasto público)",16,2005,14.16685009
El Salvador,El Salvador,SV,"Government expenditure per student, primary (% of GDP per capita)","Gasto público por alumno, primaria (% del PIB per cápita)",17,2005,9.38201
El Salvador,El Salvador,SV,"Government expenditure per student, secondary (% of GDP per capita)","Gasto público por estudiante, secundaria (% del PIB per cápita)",18,2005,10.67232
El Salvador,El Salvador,SV,International migrant stock (% of population),Población de migrantes internacionales (% de la población),19,2005,0.605645744
El Salvador,El Salvador,SV,"International migrant stock, total","Población de migrantes internacionales, total",20,2005,36019
El Salvador,El Salvador,SV,"Literacy rate, adult total (% of people ages 15 and above)","Tasa de alfabetización, total de adultos (% de personas de 15 años o más)",21,2005,
El Salvador,El Salvador,SV,"Literacy rate, youth total (% of people ages 15-24)","Tasa de alfabetización, total de jóvenes (% de personas de 15 a 24 años)",22,2005,
El Salvador,El Salvador,SV,Net migration,Migración neta,23,2005,-91042
El Salvador,El Salvador,SV,"Over-age students, primary (% of enrollment)","Alumnos con sobre-edad, primaria (% de matrícula)",24,2005,16.17815
El Salvador,El Salvador,SV,"Population ages 0-14, female","Población de 0 a 14 años, mujeres",25,2005,1028841
El Salvador,El Salvador,SV,"Population ages 0-14, male","Población de 0 a 14 años, hombres",26,2005,1080731
El Salvador,El Salvador,SV,"Population ages 15-64, female","Población de 15 a 64 años, mujeres",27,2005,1905883
El Salvador,El Salvador,SV,"Population ages 15-64, male","Población de 15 a 64 años, hombres",28,2005,1649797
El Salvador,El Salvador,SV,"Population ages 65 and above, female","Población de 65 años de edad o más, mujeres",29,2005,209753
El Salvador,El Salvador,SV,"Population ages 65 and above, male","Población de 65 años de edad o más, hombres",30,2005,162813
El Salvador,El Salvador,SV,"Population, female","Población, mujeres",31,2005,3144476
El Salvador,El Salvador,SV,"Population, male","Población, hombres",32,2005,2893341
El Salvador,El Salvador,SV,"Population, total","Población, total",33,2005,6037817
El Salvador,El Salvador,SV,Poverty headcount ratio at national poverty lines (% of population),"Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)",34,2005,
El Salvador,El Salvador,SV,"Primary education, pupils","Primaria, alumnos",35,2005,1045484
El Salvador,El Salvador,SV,"Repeaters, primary, total (% of total enrollment)","Repetidores, primaria, total (% de la matrícula total)",36,2005,6.41416
El Salvador,El Salvador,SV,Rural population,Población rural,37,2005,2315624
El Salvador,El Salvador,SV,"School enrollment, preprimary (% gross)","Matrícula escolar, preprimaria (% bruto)",38,2005,56.49100876
El Salvador,El Salvador,SV,"School enrollment, primary (% gross)","Matrícula escolar, primaria (% bruto)",39,2005,118.2068481
El Salvador,El Salvador,SV,"School enrollment, primary (% net)","Matrícula escolar, primaria (% neto)",40,2005,94.36592
El Salvador,El Salvador,SV,"School enrollment, secondary (% gross)","Matrícula, secundaria (% bruto)",41,2005,67.75218201
El Salvador,El Salvador,SV,"School enrollment, secondary (% net)","Matrícula escolar, secundaria (% neto)",42,2005,57.372
El Salvador,El Salvador,SV,"Secondary education, pupils","Educación secundaria, alumnos",43,2005,524202
El Salvador,El Salvador,SV,Urban population,Población urbana,44,2005,3722193
Guyana,Guyana,GY,"Adjusted net enrollment rate, primary (% of primary school age children)","Tasa neta de matrícula ajustada, primaria (% de niños en edad de asistir a la escuela primaria)",1,2005,
Guyana,Guyana,GY,Adolescents out of school (% of lower secondary school age),Adolescentes fuera de la escuela (% de los adolescentes en edad de asistir a la secundaria baja),2,2005,
Guyana,Guyana,GY,Children out of school (% of primary school age),Niños fuera de la escuela (% de los niños en edad de asistir a la primaria),3,2005,
Guyana,Guyana,GY,"Children out of school, primary","Niños fuera de la escuela, primaria",4,2005,
Guyana,Guyana,GY,"Compulsory education, duration (years)","Educación obligatoria, duración (años)",5,2005,6
Guyana,Guyana,GY,"Current education expenditure, total (% of total expenditure in public institutions)","Gasto corriente en educación, total (% del gasto total en instituciones públicas)",6,2005,85.38715363
Guyana,Guyana,GY,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos el primer ciclo de secundaria completado, población 25+, total (%) (acumulado)",7,2005,
Guyana,Guyana,GY,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","Logro educativo, al menos primaria completada, población 25+, total (%) (acumulado)",8,2005,
Guyana,Guyana,GY,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos secundaria alta completada, población 25+, total (%) (acumulado)",9,2005,
Guyana,Guyana,GY,Expenditure on primary education (% of government expenditure on education),Gasto en educación primaria (% del gasto público en educación),10,2005,
Guyana,Guyana,GY,Expenditure on secondary education (% of government expenditure on education),Gasto en educación secundaria (% del gasto público en educación),11,2005,
Guyana,Guyana,GY,GDP (current US$),PIB (US$ corrientes),12,2005,824880550.3
Guyana,Guyana,GY,GDP per capita (current US$),PIB per cápita (US$ corrientes),13,2005,1085.784887
Guyana,Guyana,GY,Gini index,Índice Gini,14,2005,
Guyana,Guyana,GY,"Government expenditure on education, total (% of GDP)","Gasto público en educación, total (% del PIB)",15,2005,8.139730453
Guyana,Guyana,GY,"Government expenditure on education, total (% of government expenditure)","Gasto público en educación, total (% del gasto público)",16,2005,13.8234396
Guyana,Guyana,GY,"Government expenditure per student, primary (% of GDP per capita)","Gasto público por alumno, primaria (% del PIB per cápita)",17,2005,
Guyana,Guyana,GY,"Government expenditure per student, secondary (% of GDP per capita)","Gasto público por estudiante, secundaria (% del PIB per cápita)",18,2005,
Guyana,Guyana,GY,International migrant stock (% of population),Población de migrantes internacionales (% de la población),19,2005,1.46371356
Guyana,Guyana,GY,"International migrant stock, total","Población de migrantes internacionales, total",20,2005,10868
Guyana,Guyana,GY,"Literacy rate, adult total (% of people ages 15 and above)","Tasa de alfabetización, total de adultos (% de personas de 15 años o más)",21,2005,
Guyana,Guyana,GY,"Literacy rate, youth total (% of people ages 15-24)","Tasa de alfabetización, total de jóvenes (% de personas de 15 a 24 años)",22,2005,
Guyana,Guyana,GY,Net migration,Migración neta,23,2005,-13000
Guyana,Guyana,GY,"Over-age students, primary (% of enrollment)","Alumnos con sobre-edad, primaria (% de matrícula)",24,2005,
Guyana,Guyana,GY,"Population ages 0-14, female","Población de 0 a 14 años, mujeres",25,2005,133063
Guyana,Guyana,GY,"Population ages 0-14, male","Población de 0 a 14 años, hombres",26,2005,136941
Guyana,Guyana,GY,"Population ages 15-64, female","Población de 15 a 64 años, mujeres",27,2005,230811
Guyana,Guyana,GY,"Population ages 15-64, male","Población de 15 a 64 años, hombres",28,2005,228262
Guyana,Guyana,GY,"Population ages 65 and above, female","Población de 65 años de edad o más, mujeres",29,2005,16778
Guyana,Guyana,GY,"Population ages 65 and above, male","Población de 65 años de edad o más, hombres",30,2005,13854
Guyana,Guyana,GY,"Population, female","Población, mujeres",31,2005,380652
Guyana,Guyana,GY,"Population, male","Población, hombres",32,2005,379057
Guyana,Guyana,GY,"Population, total","Población, total",33,2005,759709
Guyana,Guyana,GY,Poverty headcount ratio at national poverty lines (% of population),"Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)",34,2005,
Guyana,Guyana,GY,"Primary education, pupils","Primaria, alumnos",35,2005,116756
Guyana,Guyana,GY,"Repeaters, primary, total (% of total enrollment)","Repetidores, primaria, total (% de la matrícula total)",36,2005,0.92244
Guyana,Guyana,GY,Rural population,Población rural,37,2005,548343
Guyana,Guyana,GY,"School enrollment, preprimary (% gross)","Matrícula escolar, preprimaria (% bruto)",38,2005,90.11572266
Guyana,Guyana,GY,"School enrollment, primary (% gross)","Matrícula escolar, primaria (% bruto)",39,2005,100.8813171
Guyana,Guyana,GY,"School enrollment, primary (% net)","Matrícula escolar, primaria (% neto)",40,2005,
Guyana,Guyana,GY,"School enrollment, secondary (% gross)","Matrícula, secundaria (% bruto)",41,2005,89.20540619
Guyana,Guyana,GY,"School enrollment, secondary (% net)","Matrícula escolar, secundaria (% neto)",42,2005,
Guyana,Guyana,GY,"Secondary education, pupils","Educación secundaria, alumnos",43,2005,70615
Guyana,Guyana,GY,Urban population,Población urbana,44,2005,211366
Honduras,Honduras,HN,"Adjusted net enrollment rate, primary (% of primary school age children)","Tasa neta de matrícula ajustada, primaria (% de niños en edad de asistir a la escuela primaria)",1,2005,86.30756
Honduras,Honduras,HN,Adolescents out of school (% of lower secondary school age),Adolescentes fuera de la escuela (% de los adolescentes en edad de asistir a la secundaria baja),2,2005,
Honduras,Honduras,HN,Children out of school (% of primary school age),Niños fuera de la escuela (% de los niños en edad de asistir a la primaria),3,2005,13.69244003
Honduras,Honduras,HN,"Children out of school, primary","Niños fuera de la escuela, primaria",4,2005,165728
Honduras,Honduras,HN,"Compulsory education, duration (years)","Educación obligatoria, duración (años)",5,2005,9
Honduras,Honduras,HN,"Current education expenditure, total (% of total expenditure in public institutions)","Gasto corriente en educación, total (% del gasto total en instituciones públicas)",6,2005,
Honduras,Honduras,HN,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos el primer ciclo de secundaria completado, población 25+, total (%) (acumulado)",7,2005,
Honduras,Honduras,HN,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","Logro educativo, al menos primaria completada, población 25+, total (%) (acumulado)",8,2005,
Honduras,Honduras,HN,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos secundaria alta completada, población 25+, total (%) (acumulado)",9,2005,
